,date,reserve0,reserve1
1499,1621875600,33230.133805005,6633080.879861245314161017
1500,1621879200,33228.360099553,6633500.149515517137903984
1501,1621882800,31501.038308365,6996782.577911247127437359
1502,1621886400,31274.497284279,7107183.580225673135329334
1503,1621890000,31023.721017798,7164806.902860999344469189
1504,1621893600,30917.141308123,7190021.76492013990911352
1505,1621897200,30816.621605498,7213545.308034572764483782
1506,1621900800,30703.499086035,7240202.62180700254132597
1507,1621904400,31082.793996818,7233913.389519172927001757
1508,1621908000,31095.036545346,7231077.692109920581668048
1509,1621911600,30977.194682207,7193280.94028107708978811
1510,1621915200,30970.066851953,7202568.125217266416874113
1511,1621918800,30974.223610048,7203564.976019103049484896
1512,1621922400,31039.64527856,7188496.846417138476020829
1513,1621926000,31076.551526922,7180089.815391581621810655
1514,1621929600,31033.227124931,7190143.852423105623492888
1515,1621933200,31069.417101899,7157939.748289577466593797
1516,1621936800,32351.330098986,6875137.012632643566327744
1517,1621940400,32345.803639885,6895101.668859054291890478
1518,1621944000,32451.360797634,6872763.521299392956112175
1519,1621947600,31486.248217317,7085875.583708150285207841
1520,1621951200,31697.261100674,7137072.595875278876739969
1521,1621954800,31654.765760234,7146692.300544733485985271
1522,1621958400,31552.493993899,7169926.749851928615807945
1523,1621962000,31550.277351651,7170432.006440581763228254
1524,1621965600,31806.579118233,7120666.340400600915504368
1525,1621969200,32177.237867073,7045680.874655010959691195
1526,1621972800,32137.993449186,7054310.406588358602196889
1527,1621976400,32130.993449186,7055851.87025962095865463
1528,1621983600,32108.349178025,7060845.288297582533406175
1529,1621987200,31826.358442432,7123636.512803948235390052
1530,1621990800,31839.229837295,7121304.278462579698339451
1531,1621994400,31439.348004074,7212198.972900148566763879
1532,1621998000,31763.06643339,7139013.931325175543360422
1533,1622001600,31754.903817871,7140859.052331251966917662
1534,1622005200,31784.547896021,7149206.506495902995352355
1535,1622008800,31693.12781705,7169890.768451508745850978
1536,1622012400,31706.249905615,7166941.76922081112491774
1537,1622016000,31834.55238518,7138156.535122704516344949
1538,1622019600,31788.946449007,7148469.959168076824499216
1539,1622023200,31751.404439948,7156952.764923796771095263
1540,1622026800,31740.46465233,7159435.437047591252103909
1541,1622030400,31678.753144772,7180689.462835389303526505
1542,1622034000,31753.789382184,7163776.018863292035528408
1543,1622037600,31751.2057148,7164369.341841233106645946
1544,1622041200,31745.086486496,7174741.206134011685215219
1545,1622044800,30688.501706028,7436721.412840184424931594
1546,1622048400,30697.106440524,7436949.358820238377419521
1547,1622052000,30733.08673019,7428896.23808363748358121
1548,1622055600,31474.665733521,7278453.93904679925949028
1549,1622059200,31465.026399205,7280714.426690443543938239
1550,1622062800,31159.582152333,7354657.578692518100845241
1551,1622066400,31627.397462932,7295295.719131350931287439
1552,1622070000,31687.374217624,7281545.060932123042002896
1553,1622073600,31733.798383958,7298576.495415897235312229
1554,1622077200,31631.129187519,7314541.635519311978703171
1555,1622080800,31590.363120188,7324015.683580608737120388
1556,1622084400,31726.610909778,7369621.767161450303015736
1557,1622088000,31727.115112135,7389488.723339770151596233
1558,1622091600,31794.884972871,7390238.96405421729680325
1559,1622095200,31496.469140069,7460469.087182554933214103
1560,1622098800,31436.982566795,7484304.075742634161256552
1561,1622102400,31570.573919757,7487761.744799661223373945
1562,1622106000,31328.327685346,7447372.828951239989166713
1563,1622109600,31443.346886996,7518220.782015535744399221
1564,1622113200,31426.215365654,7522435.337160455919327422
1565,1622116800,31404.011766279,7527786.439332388890797513
1566,1622120400,31246.067447794,7565990.845918980485761147
1567,1622124000,31216.325632179,7565124.271077904003367779
1568,1622127600,31238.020694182,7559893.120093936458062939
1569,1622131200,31596.458394823,7467649.821916828701063491
1570,1622134800,31386.86128099,7466817.998531656466483164
1571,1622138400,31356.922419321,7485619.463270692091475519
1572,1622142000,31441.669312825,7465511.375994752960626114
1573,1622145600,31438.436467117,7493767.195594867566492293
1574,1622149200,31563.82004855,7464088.087579101535707961
1575,1622152800,31570.805059251,7462445.901195146522678859
1576,1622156400,31658.332694472,7441884.265594305413342461
1577,1622160000,31654.092513156,7443872.813420602616745181
1578,1622163600,31682.115207588,7437316.708679133075448906
1579,1622167200,31439.870276733,7494812.697581017929866662
1580,1622170800,31400.656616695,7504205.595448283871959543
1581,1622174400,31379.500927994,7493984.05949651952206991
1582,1622178000,31385.633941889,7493597.70577791447635584
1583,1622181600,31386.544507938,7493383.114098951763694533
1584,1622185200,31806.957664851,7394638.985653210465414694
1585,1622188800,31806.657664851,7394708.941664301942100375
1586,1622192400,31805.007316531,7395093.804558998382808195
1587,1622196000,31810.427622585,7393870.933411264997870704
1588,1622199600,31865.359310126,7381168.735379629005036541
1589,1622203200,32440.421854617,7250711.648429887557297234
1590,1622206800,32393.937651274,7261150.490763982933748396
1591,1622210400,32425.314664116,7303679.951833994639976473
1592,1622214000,32417.314664116,7305487.789897944053448637
1593,1622217600,32412.917708333,7306481.793736329414036761
1594,1622221200,32124.106107201,7372763.259267399297112406
1595,1622224800,32968.436523586,7184990.890850479515730687
1596,1622228400,33073.245697752,7162289.73392426791814883
1597,1622232000,33152.245697752,7145281.227187050579011194
1598,1622235600,33695.062172907,7106363.785176783843203198
1599,1622239200,33734.596355114,7096638.602591298659744696
1600,1622242800,34539.416473219,6931806.322189153232212246
1601,1622246400,34629.099658957,6821742.347764681502304904
1602,1622250000,34485.873042481,6850171.954972663811532329
1603,1622253600,34286.458254193,6890239.522142104612982085
1604,1622257200,33894.280618964,6978162.1622140616081804
1605,1622260800,34397.112659888,6916470.632277417052642686
1606,1622264400,34388.303045622,6918256.288006912763314107
1607,1622268000,34397.764224351,6916359.114084438779864827
1608,1622271600,34374.973615646,6960894.665350558347402167
1609,1622275200,34377.11736932,6960461.886801789677202227
1610,1622278800,34400.419171978,6955764.311516716523738003
1611,1622282400,34162.760523148,6925753.011596023659403489
1612,1622286000,34172.870124573,6923740.539674798750428363
1613,1622289600,34175.370124573,6923235.572880891759464681
1614,1622293200,34268.188436267,6904540.759298070980430902
1615,1622296800,34246.075352708,6910716.485589860832200253
1616,1622300400,34242.080976819,6911525.053869109127839981
1617,1622304000,34245.597469459,6910835.584698081119818941
1618,1622307600,35365.369521444,6692748.752285086297864964
1619,1622311200,35321.346187634,6701115.476421718156985696
1620,1622314800,35319.498113711,6701477.606678450769907144
1621,1622318400,36229.932904187,6533572.792080099126767025
1622,1622322000,35574.57171069,6654299.895199432611858755
1623,1622325600,35543.975657786,6660059.591485992739910244
1624,1622329200,35538.975657786,6660999.418783701582579909
1625,1622332800,35983.927686851,6578883.41948253776311336
1626,1622336400,35955.961981704,6584015.718126488616289919
1627,1622343600,35926.793215525,6589404.885134092483818157
1628,1622347200,35950.116099858,6585144.24843067392892332
1629,1622354400,35931.171029809,6588626.780144432582864797
1630,1622358000,36160.800472487,6597018.84537279003757113
1631,1622361600,36147.574801275,6599439.824935995061798344
1632,1622365200,35961.752503889,6633659.690359196283666674
1633,1622368800,35958.509892477,6634259.690359196283666674
1634,1622372400,35922.400189113,6639008.772249008328930376
1635,1622376000,35857.7577509,6651013.256302923818568447
1636,1622379600,35851.701857796,6652151.666295060544269433
1637,1622383200,35950.818572427,6633870.666890986662820439
1638,1622386800,37662.562027352,6333272.366652225828792634
1639,1622390400,37766.095488906,6316050.45411589468365361
1640,1622394000,37746.310081426,6319144.909530358069073606
1641,1622397600,37509.977478985,6354464.263574452320276071
1642,1622401200,35056.176697224,6815993.865262067521122948
1643,1622404800,35145.091138591,6799799.612264152526032539
1644,1622408400,35363.056265902,6855171.078997392794848461
1645,1622412000,35600.94103304,6855386.469832087893229345
1646,1622419200,35631.140353523,6849620.754089765499774205
1647,1622422800,35665.140353523,6843110.500490130740164313
1648,1622426400,35670.140353523,6860978.406836493650111973
1649,1622430000,35351.975272672,6922929.907291438992546971
1650,1622433600,35362.901378334,6932327.399269881233435874
1651,1622437200,35691.678405152,6872152.993385490324327411
1652,1622440800,35689.048842296,6872660.856020530515047091
1653,1622444400,35617.432495537,6886532.357362201473443165
1654,1622448000,35263.097998773,6827329.815283633757864409
1655,1622451600,35233.406690241,6833100.545044255275123163
1656,1622455200,35113.524036764,6856499.988051474137675196
1657,1622458800,35086.852009264,6861730.172125210405961884
1658,1622462400,35051.302107189,6881222.730727133178352932
1659,1622466000,35042.081749853,6870560.706001915087005979
1660,1622469600,35254.171594388,6878606.410107431307863554
1661,1622473200,35036.46383966,6921477.238208642355496657
1662,1622476800,35069.608802503,6914964.103156231756322777
1663,1622480400,35040.202235416,6934090.430553533829158628
1664,1622484000,35008.864192867,6941109.397751144866525477
1665,1622487600,34995.338248254,6943819.321907262240327345
1666,1622491200,34507.003764288,7040803.278050799641604967
1667,1622494800,34544.656256395,7039157.817566181697328336
1668,1622498400,34384.306718828,7072087.092464840267451729
1669,1622502000,34370.261444305,7075003.916649585948282422
1670,1622505600,34215.690065093,7102333.768485473666634368
1671,1622509200,34205.985889806,7105308.65307499426549603
1672,1622512800,34156.316561724,7115674.931467376852731705
1673,1622516400,34117.768427767,7123547.541741202546968319
1674,1622520000,34076.211222655,7132261.122324702796958746
1675,1622523600,34091.082974115,7133204.679894271675875261
1676,1622527200,34111.273002156,7129009.367082991367363927
1677,1622530800,34112.246140214,7128833.66104959833747678
1678,1622534400,33967.095783891,7159388.734950188758381271
1679,1622541600,33993.937200915,7153779.216171760828112237
1680,1622545200,33991.447458941,7154315.202297750531238057
1681,1622548800,33983.929250435,7155902.702379620050240639
1682,1622552400,33673.136250678,6868482.231042565825150891
1683,1622556000,33670.67952215,6868992.854157815745166402
1684,1622559600,33659.775967848,6870259.297042251606629005
1685,1622563200,33616.206759999,6879209.548534961196000322
1686,1622566800,33610.784814822,6880346.821640457437698451
1687,1622570400,34097.86214573,6882557.363696979043553199
1688,1622574000,34100.343452885,6882061.112323065476685923
1689,1622577600,34316.988823269,6838763.840436527657848639
1690,1622581200,34273.015831531,6849995.913678225343288661
1691,1622584800,34299.616131448,6844725.308203385515134777
1692,1622588400,34165.984613253,6871586.043244598752008442
1693,1622592000,34317.048314817,6841444.073882671966858385
1694,1622595600,34660.533121458,6840963.434132354344046233
1695,1622602800,34625.469797697,6847914.128697933527445352
1696,1622606400,34640.508985049,6844961.841350766006887528
1697,1622610000,34305.696725531,6848567.185846056889712764
1698,1622613600,34734.578103381,6831447.870092428299568016
1699,1622617200,34677.705449717,6842689.500824231430389798
1700,1622620800,34691.091334035,6891755.912285778904548226
1701,1622624400,34688.576276011,6898153.063903398332281608
1702,1622628000,34677.296952084,6900406.052676580507052477
1703,1622631600,34651.916895682,6905475.317359037677131094
1704,1622635200,34111.550136985,6931951.381465311858509366
1705,1622638800,34113.188027061,6931662.336355902356261495
1706,1622642400,34222.968457548,6923210.882420180002366137
1707,1622646000,34142.858786897,6939585.686266042624553367
1708,1622649600,34212.059565592,6925662.511145500622414961
1709,1622653200,34178.253677292,6932535.287691132137617903
1710,1622656800,34674.065674379,6853470.16792298859478953
1711,1622660400,34644.650728163,6860319.255666528850360102
1712,1622664000,34606.54023279,6866096.098950403293113408
1713,1622667600,34009.431327515,6910269.217231708511467498
1714,1622671200,34459.498414405,6893593.405277960944087035
1715,1622674800,34356.658994743,6917024.544484187285590725
1716,1622678400,34752.314158637,6931101.805410248707206364
1717,1622682000,34897.900600649,6956812.230068138936344513
1718,1622685600,34879.346947733,6959612.023897926189297533
1719,1622689200,34480.733599743,7048232.731757675625262142
1720,1622692800,34320.596062631,7006772.380013786309596168
1721,1622696400,33868.534424011,7122487.861314199039488694
1722,1622700000,33808.199673483,7137229.278630329021528016
1723,1622703600,33848.102499906,7130866.02094057386499517
1724,1622707200,33823.688310476,7136035.010311506667827521
1725,1622710800,33773.935133711,7146590.022905426631115579
1726,1622714400,33789.598733711,7143292.143500580121714947
1727,1622718000,34163.959040564,7065275.838592195359428448
1728,1622721600,34187.203663501,7060493.54542778926937675
1729,1622725200,34167.7525286,7064525.062855640887236708
1730,1622728800,34611.427645134,6976286.646886239899722178
1731,1622732400,34629.978806685,6972573.305892300491341082
1732,1622736000,34608.400972931,6974165.140560234543008045
1733,1622739600,34612.413460203,6973572.111128257832179212
1734,1622743200,34626.037034462,6970838.260669550612774584
1735,1622746800,34636.555913996,6969699.413456492576853489
1736,1622750400,34606.847752905,6975700.539840434113213425
1737,1622754000,34594.004810303,6979123.175002962578662184
1738,1622757600,34816.660928285,6981742.513143589346967255
1739,1622761200,35259.613308175,6910153.015245965958090137
1740,1622764800,35242.078687625,6913666.730870298637629893
1741,1622768400,35100.21765499,7008646.172719016585482601
1742,1622772000,35123.234233514,7013740.490787605997583404
1743,1622775600,35134.789169917,7011440.768006548976081374
1744,1622779200,34864.313808241,7066148.428238667606959308
1745,1622782800,34877.49499231,7067079.6441439183205254
1746,1622786400,34782.907833777,7071854.387963002148323761
1747,1622790000,34823.199119661,7084353.07566693684018475
1748,1622793600,34730.47728708,7103349.161010038924158192
1749,1622797200,36364.242715068,6785134.049195010742846314
1750,1622800800,36005.449532627,6853055.12812248575273971
1751,1622804400,36011.449532627,6851916.740281966651750896
1752,1622808000,35559.626818762,6939294.526686196286428079
1753,1622811600,35531.405618863,6944822.72447738503170359
1754,1622815200,35525.621724873,6952084.138620248936574389
1755,1622818800,35520.023328051,6941530.347654412676392094
1756,1622822400,35951.22679343,6858520.090017770270603699
1757,1622826000,35654.996527676,6849694.255597050308990324
1758,1622829600,35561.192086375,6868816.983202933235431049
1759,1622833200,35009.895113559,6977548.805129262490598272
1760,1622836800,34976.954270034,6984143.181776401100239778
1761,1622840400,34921.025140035,6995362.568467601860086481
1762,1622844000,35326.526429208,6927408.136592593237958155
1763,1622847600,35485.014510099,6974170.418550236596645475
1764,1622851200,34792.29330106,7101548.721083095587073383
1765,1622854800,34787.192845269,7102668.303759518445409523
1766,1622858400,34699.681813932,7122692.52319382819840142
1767,1622862000,34641.282505088,7134736.307124298411496998
1768,1622865600,34593.17285718,7144688.647843406971159364
1769,1622869200,34557.455832651,7152125.459758149997653725
1770,1622872800,34377.907118988,7116920.018891010429960549
1771,1622876400,34398.538665173,7180228.345830558681546019
1772,1622880000,34876.7635218,7112956.085557278157030602
1773,1622883600,34810.104233061,7126686.293810203806324279
1774,1622887200,34779.319404125,7136158.861635506163927275
1775,1622890800,34740.097566081,7153220.939791923424888953
1776,1622894400,34725.126632723,7154554.28707635675641309
1777,1622898000,34736.81583437,7152163.611526474810699926
1778,1622901600,34783.456749286,7142621.60283059215216792
1779,1622905200,34198.375143707,7265356.561959431720765025
1780,1622908800,34553.298877464,7191139.970313833759128285
1781,1622912400,34124.05259981,7280740.034138654231677943
1782,1622916000,33999.63017927,7307478.789294812873770161
1783,1622919600,33776.361750205,7370116.439851562640243242
1784,1622923200,33582.598843978,7412807.213812116578600408
1785,1622926800,33611.758843978,7406395.487028854658462438
1786,1622930400,33669.012386248,7393842.691918715846137797
1787,1622934000,34308.376602343,7325919.03297308277828061
1788,1622937600,34308.276578875,7325943.149863097707452706
1789,1622941200,33734.303807978,7450967.402018045657263643
1790,1622944800,34083.877383789,7415935.711954435052448799
1791,1622948400,34033.603296248,7426936.253448569902715364
1792,1622952000,34000.652370041,7434203.286197762442564816
1793,1622955600,33266.336475639,7598904.571586570648795598
1794,1622959200,33247.059238735,7603852.490846200483413386
1795,1622962800,33248.098762961,7604090.237854513224217121
1796,1622966400,33163.868810503,7643571.431634749010899488
1797,1622970000,33204.131764557,7634334.650028524076972529
1798,1622973600,33111.173731993,7655884.417773796816976852
1799,1622977200,33009.334990782,7670389.510963816761347695
1800,1622980800,32950.336909804,7794875.437265418681107981
1801,1622984400,33207.912007296,7755422.977258831572925176
1802,1622988000,33205.68476278,7755944.731269943654034573
1803,1622991600,33173.40692413,7763546.009213762525888803
1804,1622995200,32802.994012103,7851559.25322455492517936
1805,1622998800,33160.087562045,7787008.905500230383031382
1806,1623002400,33165.103828571,7785928.539700804903085323
1807,1623006000,33098.937558804,7801551.139302086519351
1808,1623009600,33067.499918782,7808990.486250447612183357
1809,1623013200,33037.361878799,7816136.281249840815167415
1810,1623016800,32898.922729028,7849132.244580411380772477
1811,1623020400,33327.578052768,7796044.377214844511577643
1812,1623024000,33397.133250669,7794055.285247150962613433
1813,1623027600,33325.595487763,7817313.980948560247419314
1814,1623031200,33292.307552615,7824636.82480479578832704
1815,1623034800,33287.047742313,7828901.39713662024232834
1816,1623038400,33259.136452386,7836197.644900628819851759
1817,1623042000,33324.461242271,7842493.209861804469926126
1818,1623045600,33326.837962008,7841968.794206712163468054
1819,1623049200,32920.465923364,7805105.802564942388621217
1820,1623052800,33081.708066329,7876737.044597548119590476
1821,1623056400,33059.763151366,7881990.235517416293937167
1822,1623060000,33058.646672057,7882257.232495965098244349
1823,1623063600,32795.511735669,7955702.653674111743153154
1824,1623067200,32732.488383754,7971066.741892998822449313
1825,1623070800,33104.020698357,7881881.357633284168892424
1826,1623074400,33075.884437879,7887938.91750766039552164
1827,1623078000,33222.14263192,7853361.432318053870657252
1828,1623081600,33277.237567979,7880668.382957903695873271
1829,1623085200,32994.099764411,7948628.233191097126383376
1830,1623088800,32996.088111104,7948254.046356664986729742
1831,1623092400,33056.877012838,7933754.396808876771200904
1832,1623096000,33040.454911188,7937740.106921629601098949
1833,1623099600,32794.634313067,7886316.218657374156136452
1834,1623103200,32037.383266064,7984741.281254165379266849
1835,1623106800,32059.215565305,7977552.422201295789681946
1836,1623110400,32112.904651689,7957428.78336398548820551
1837,1623114000,31944.644703773,7992952.440933598847837534
1838,1623117600,31947.825067048,7992220.246944638493595747
1839,1623121200,32579.989086719,7838497.615085418861034432
1840,1623124800,32775.265738952,7791943.772787797836769416
1841,1623128400,32762.648510158,7795015.612344440577599933
1842,1623132000,32303.05572448,7918216.639951352209507535
1843,1623135600,32262.978866386,7928087.721896953965640201
1844,1623139200,32193.246263817,7930510.188088711367759794
1845,1623142800,32679.244413193,7808593.76227502127346935
1846,1623146400,32624.925254063,7829884.883417235549155156
1847,1623150000,32478.314986193,7865453.878547898523576871
1848,1623153600,32484.856229392,7865271.677427500168964726
1849,1623157200,32416.052881801,7889460.755398744079387292
1850,1623160800,33535.465602513,7854030.805281304756136454
1851,1623164400,34062.031460465,7733876.507053280761164661
1852,1623168000,34049.638310561,7743660.279057113387291101
1853,1623171600,33647.933146589,7834373.690387360395440424
1854,1623175200,33596.515317051,7845534.015450175432762956
1855,1623178800,33585.935450515,7847427.28155648019285337
1856,1623182400,33282.572438716,7920553.361219443401527185
1857,1623186000,33246.725015935,7937921.560674970838777198
1858,1623189600,33214.853950935,7945564.969987516567354643
1859,1623193200,33220.287609041,7945732.81816291768357596
1860,1623196800,33205.791937123,7949292.071609269845876843
1861,1623200400,33205.419126802,7951788.273808834511100395
1862,1623204000,33235.340387045,7941578.323554304831692597
1863,1623207600,33226.036490003,7943832.042015534471343443
1864,1623211200,32937.502045374,8032768.204438965998091214
1865,1623214800,32900.434077483,8034643.153231938563682965
1866,1623218400,32837.563375176,8050158.183186817638850011
1867,1623222000,32786.219927049,8058827.123270664877553476
1868,1623225600,32806.44471551,8053927.296796545815137604
1869,1623229200,32763.683646698,8064486.118230427691365785
1870,1623232800,32741.553342753,8069954.089670517851016473
1871,1623236400,32518.613928019,8125481.96037185756110016
1872,1623240000,32557.015542671,8135904.865207274041845837
1873,1623243600,32783.491955972,8079913.868634160929450505
1874,1623247200,32740.573619104,8090574.505368602451005069
1875,1623250800,33143.870780746,8002110.031805129768288004
1876,1623254400,32667.028327437,8109488.225544358788205186
1877,1623258000,32659.689836208,8111333.04381448632884346
1878,1623261600,32716.768494148,8097243.651852803608105035
1879,1623265200,32716.167536649,8097752.803811737037077279
1880,1623268800,32693.766854183,8096316.014164599462661909
1881,1623272400,33100.933250092,7974896.02521705853310392
1882,1623276000,33001.111190187,7999116.875211401001039815
1883,1623279600,33364.517605804,7913967.712075867500104506
1884,1623283200,32813.763724547,8047351.093176553489082638
1885,1623286800,32749.990030828,8043840.069784955240368826
1886,1623290400,32569.667894714,8026718.009085989293313548
1887,1623294000,32505.772982392,8052642.661900598121244693
1888,1623297600,32591.786817949,8078562.478837677215342047
1889,1623301200,32604.326095263,8070084.76973388362548953
1890,1623304800,32212.416215719,8161484.011283608607895023
1891,1623308400,32226.831959378,8157897.556271625424110255
1892,1623312000,32218.587730595,8157177.278665338805249835
1893,1623315600,32648.415130164,8050151.804444173538526581
1894,1623319200,32693.991949329,8038915.062058445043705461
1895,1623322800,32682.049465215,8043867.647826305894491113
1896,1623326400,32679.59435178,8044762.011742258473959805
1897,1623330000,33226.520273943,8049582.811558549427868232
1898,1623333600,33238.520273943,8046685.411521070334136593
1899,1623337200,33225.520273943,8049843.276431646700941569
1900,1623340800,33208.879534165,8053995.302417793291112181
1901,1623344400,33220.360706991,8050001.233290053736941718
1902,1623348000,33202.380130342,8054407.319653146272057393
1903,1623351600,33198.889869699,8055466.727492743809225026
1904,1623355200,33173.608872823,8062397.909730535023767317
1905,1623358800,33234.111846956,8047826.150753892852300259
1906,1623362400,33335.704611837,8023871.946731724674121356
1907,1623366000,33246.812066602,8043687.42343484306452426
1908,1623369600,33440.936736218,7991548.603580915675469164
1909,1623373200,33505.570739429,7986170.235251759631982153
1910,1623376800,33238.09015903,8050710.657067479046223128
1911,1623380400,33130.753911619,8076121.786165093377774449
1912,1623384000,33052.036198602,8095912.991112791314761182
1913,1623387600,32812.199971553,8155343.006410425472005056
1914,1623391200,32978.305556161,8214082.516970587826859969
1915,1623394800,32984.929820776,8212458.820576327404813463
1916,1623398400,32952.333706175,8220608.437589689765445238
1917,1623402000,32847.483952539,8246927.779669427951299479
1918,1623405600,33257.448057137,8147623.537317438435185593
1919,1623409200,33268.367968733,8145116.756027494532874946
1920,1623412800,34288.795148476,7903535.841809244962841301
1921,1623416400,34260.233081238,7910144.691347413960500917
1922,1623420000,34213.759382541,7920932.708196929665594955
1923,1623423600,34136.765626829,7939267.783671232967441485
1924,1623427200,34378.43376885,7881670.276000373521936222
1925,1623430800,34324.208527789,7894234.777759748623408627
1926,1623434400,36727.79100226,7383034.711865956322447362
1927,1623438000,36056.243176979,7521212.637547954811122559
1928,1623441600,35689.449455397,7598913.535757394869981006
1929,1623445200,35532.357153177,7623955.107661268732617258
1930,1623448800,36112.161979928,7501957.400188764918333692
1931,1623452400,36223.043798638,7479062.028386555073259478
1932,1623456000,36277.765545338,7467904.156757562548516264
1933,1623459600,36275.57949246,7468355.544624441813253284
1934,1623463200,35506.384424766,7631063.500847041702999675
1935,1623466800,35654.527413746,7599477.835499604131109933
1936,1623470400,35746.012128118,7580143.212625159559249979
1937,1623474000,35738.195888441,7581809.228167296879193477
1938,1623477600,35902.920787512,7546724.719307890412395928
1939,1623481200,35890.540182664,7559123.162506376879330693
1940,1623484800,36711.165047434,7383907.683736075456290378
1941,1623488400,36710.22319978,7372708.999931111436529953
1942,1623492000,36526.785464153,7336765.941698114009602302
1943,1623495600,36641.710088045,7313833.415926856800053172
1944,1623499200,36405.523288786,7351613.044131583125811455
1945,1623502800,35636.835217954,7554774.864415367170972553
1946,1623506400,35825.12181838,7515479.766331797226419124
1947,1623510000,35807.05121993,7519283.986140053836252594
1948,1623513600,35819.44076186,7516710.624059378920166636
1949,1623517200,35790.034214156,7520066.586870772275766913
1950,1623520800,35748.352898847,7528897.627945220672743265
1951,1623524400,36140.242460923,7447520.282400646240866555
1952,1623528000,36147.103870923,7446110.841391859661612138
1953,1623531600,36142.842064219,7446991.496402822886675435
1954,1623535200,35856.151974416,7390854.982082236849715867
1955,1623538800,35603.351416604,7443577.931788998512699572
1956,1623542400,35698.037693477,7423659.631172983115959322
1957,1623546000,36405.813680017,7280542.677616405598466684
1958,1623549600,36131.637290792,7335975.758505407148402159
1959,1623553200,36357.569846265,7290529.511205023827250981
1960,1623556800,36346.18352812,7292898.636112275418407905
1961,1623560400,36786.627442735,7205854.354439788864021678
1962,1623564000,36968.997089658,7170797.335268846981362095
1963,1623567600,36924.144605974,7179316.647122136797051101
1964,1623571200,36913.054436148,7191793.194354412961036548
1965,1623574800,36831.999222955,7207679.352890050088863463
1966,1623578400,36475.619006892,7278341.391902377023184496
1967,1623582000,36763.078176833,7212800.926136201373458022
1968,1623585600,36314.804965992,7302185.11900308250851925
1969,1623589200,36314.314801396,7302290.020871362930588238
1970,1623592800,36300.134306688,7305171.824057291978896689
1971,1623596400,36300.21691189,7305156.164822477182362159
1972,1623600000,36133.653798777,7300738.459913143856296219
1973,1623603600,35885.346127484,7347839.610977069989562445
1974,1623607200,35977.781576885,7329495.629764043862525621
1975,1623610800,35653.660913783,7391946.87970163952366384
1976,1623614400,35539.846437088,7421768.87119687368567878
1977,1623618000,35282.263705021,7476117.180164568946801548
1978,1623621600,35538.285641451,7464294.265047085170710468
1979,1623625200,34755.87256918,7633015.026371716396495936
1980,1623628800,34759.546516012,7632253.881052078481886331
1981,1623632400,34761.477802632,7631837.073987669213431955
1982,1623636000,34724.210918797,7690119.186791465575982395
1983,1623639600,35143.482206396,7599811.525880029879146492
1984,1623643200,35262.328575059,7573330.146505065686019936
1985,1623646800,34784.998607976,7667680.124050257338182732
1986,1623650400,35104.141751961,7587860.166521049718486126
1987,1623654000,35103.911922373,7587909.994650433595916826
1988,1623657600,35055.921390993,7597217.288665060340499205
1989,1623661200,35108.097582109,7586018.036151383785721024
1990,1623664800,35041.272877898,7588527.14527408150382403
1991,1623668400,35045.394737439,7587641.752434549395126113
1992,1623672000,35127.706279281,7620351.461747363247757225
1993,1623675600,35027.165111732,7635471.797388226622060022
1994,1623679200,35037.02643162,7633402.205346704918333317
1995,1623682800,35309.464411964,7574760.470931538984542323
1996,1623686400,35089.843777942,7606945.706994177886217856
1997,1623690000,34900.584480382,7648367.351428658188154505
1998,1623693600,34863.461306215,7656559.426302104510778438
1999,1623697200,35130.860501886,7639457.451870792241753281
2000,1623700800,36090.239611403,7437115.935665953602028245
2001,1623704400,36541.271856543,7345643.885487649627422794
2002,1623708000,36528.387085294,7348249.382462447744314408
2003,1623711600,36618.255882102,7330271.451049735350630496
2004,1623715200,36151.361017818,7425885.732062272976843957
2005,1623718800,35999.146647958,7457429.015257047509693021
2006,1623722400,36040.081426496,7442076.711064236861524646
2007,1623726000,35185.411361035,7623660.203929916218082381
2008,1623729600,35104.620244376,7641158.068049644148887624
2009,1623733200,35301.567368397,7599049.203700993441820919
2010,1623736800,35573.38445973,7541191.129722730805479437
2011,1623740400,35573.269701176,7541257.272967362044871624
2012,1623744000,35583.917411181,7541013.15907587670670092
2013,1623747600,35433.685174278,7573234.4495309196213858
2014,1623751200,34937.262819206,7470087.559888452276524016
2015,1623754800,34784.561221578,7502193.791537712246297987
2016,1623758400,34645.213889538,7522993.889100738622744539
2017,1623762000,34847.072489626,7479921.918889023085547504
2018,1623765600,34779.826112745,7493954.213700780009898796
2019,1623769200,34742.069270242,7502137.759253674551326166
2020,1623772800,34713.59081842,7508828.891485299305798821
2021,1623776400,34682.959834086,7515491.712154305310724681
2022,1623780000,35305.0405697,7551799.700461496715527193
2023,1623783600,35258.648573106,7561056.463178546702154635
2024,1623787200,35034.734817424,7611742.494781823236760796
2025,1623790800,34644.496565277,7690928.265388846191526268
2026,1623794400,32296.186774404,8286580.969973394176376699
2027,1623798000,32458.247529784,8245421.698611239619740098
2028,1623801600,32488.982636709,8237785.956663269839225022
2029,1623805200,32480.199351831,8238937.476563548816996575
2030,1623808800,32318.874523666,7767345.552894797877752247
2031,1623812400,32222.596248275,7790623.593718655494767609
2032,1623816000,32215.521356711,7792374.258763585477539211
2033,1623819600,33151.002473686,7573423.620110975040531645
2034,1623823200,33076.077259819,7590657.62887189814769174
2035,1623826800,32921.169963689,7626498.943984419782740066
2036,1623830400,32894.413963627,7632738.553744601122273636
