,date,reserve0,reserve1
2855,1626778800,32170.188727331,16211661.060888565606476577
2856,1626782400,32534.483954596,16214733.459455122938169859
2857,1626786000,32625.25478879,16170384.003969183172477112
2858,1626789600,32272.952715809,16349239.540982519242609016
2859,1626793200,32381.374615048,16417581.035263081711844363
2860,1626796800,31919.72671984,16657047.702032335950778903
2861,1626800400,31941.899610068,16646433.567272234883043731
2862,1626804000,31757.511039472,16743850.099330603629550277
2863,1626807600,31507.511664907,16877622.967877304780381606
2864,1626811200,31513.79644162,17092416.329342299958442486
2865,1626814800,31307.181564099,17206966.031747399542962463
2866,1626818400,31267.140937812,17229563.201249692353801947
2867,1626822000,31403.821272717,17155660.810787166725179128
2868,1626825600,31550.350555842,17078746.072269954371405972
2869,1626829200,31154.864263834,17514277.642659968519251412
2870,1626832800,31109.532045344,17540185.090400557214917507
2871,1626836400,30734.734487389,17757459.257050461618461509
2872,1626840000,30766.725771371,17741613.206953802150419886
2873,1626843600,30550.335265554,17869632.947012430077263392
2874,1626847200,30437.390761134,17938357.532945336440813115
2875,1626850800,30838.337277575,17708803.827836525677251736
2876,1626854400,30497.534099537,17932912.268209526859495072
2877,1626858000,31326.513117442,17633240.954463054101457564
2878,1626861600,31051.627220437,17790497.735244453378662094
2879,1626865200,31167.031144753,17725061.630665746485842283
2880,1626868800,31115.764767937,17751347.020100097569915694
2881,1626872400,31202.417696252,17705121.200757356062828521
2882,1626876000,31062.690866088,17786343.667562052932251565
2883,1626879600,31357.304079227,17627393.358499275310066317
2884,1626883200,31235.439942447,17696711.381633384090428191
2885,1626886800,31390.424980684,17842407.37198279074837562
2886,1626890400,31434.030698547,17804398.620787114332597099
2887,1626894000,30850.148396343,18145082.935275212667149763
2888,1626897600,31650.138476078,17690284.15238923306872199
2889,1626901200,31393.000509525,17836046.137066028989352168
2890,1626904800,31494.177501091,17780257.926650733662278108
2891,1626908400,31359.420542222,17857004.263440082841633166
2892,1626912000,31386.797756678,17911306.10528382716295079
2893,1626915600,29906.476057073,18982911.56288521538605002
2894,1626919200,30224.527140017,18797578.467510681313569557
2895,1626922800,30369.848443056,18708218.476118640607388079
2896,1626926400,29929.885258451,19034695.396264652994441423
2897,1626930000,30365.842457033,18912261.465042482738952629
2898,1626933600,30343.972262756,18926545.880199356658168956
2899,1626937200,30210.592242743,18969198.868089774924449977
2900,1626940800,30307.307586216,18910908.3882677918137622
2901,1626944400,30419.985628516,19089799.673536273932033094
2902,1626948000,30441.348156146,19076955.187812713349201712
2903,1626951600,30753.056821164,18886211.514600201518541994
2904,1626955200,30722.500165183,18904632.069262047667334944
2905,1626958800,30644.376288516,18955063.996643380155082284
2906,1626962400,30769.61807354,18879295.257418427695282288
2907,1626966000,30821.834073828,18847746.227799552461422987
2908,1626969600,30738.173548226,18899602.6355796150116249
2909,1626973200,30453.29788627,19079170.153192160908800905
2910,1626976800,30732.611472878,19178136.269432424796751562
2911,1626980400,30741.484668426,19173258.902682353784578447
2912,1626984000,30776.582224929,19135489.172670420757568003
2913,1626987600,30718.951420822,19171635.27964092815497374
2914,1626991200,30695.241432024,19186664.301205418998694111
2915,1626994800,30734.837811662,19162355.098861956966637108
2916,1626998400,30782.078719619,19134341.779926957089711863
2917,1627002000,30933.732893981,19035032.295803421557300397
2918,1627005600,30923.287112609,19253814.053987803066691631
2919,1627009200,30802.319416029,19330929.112987899570472932
2920,1627012800,30650.475996554,19428863.780572592884317407
2921,1627016400,30624.599181142,19445503.594397359079551939
2922,1627020000,30544.261504726,19497659.339448795982829211
2923,1627023600,30494.691429332,19530655.448513295089979158
2924,1627027200,30828.792768599,19573201.690627078488354768
2925,1627030800,30942.629721943,19501730.040232715771520169
2926,1627034400,31040.282293365,19440731.625118483600958654
2927,1627038000,31010.842293101,19459363.543375595248303054
2928,1627041600,31314.538968127,19271924.815456580658803555
2929,1627045200,31250.700452912,19311934.567373070001388063
2930,1627048800,31114.680547368,19397644.743249652916145499
2931,1627052400,30957.738754449,19496833.665909274605819128
2932,1627056000,31194.089104978,19622037.021547786325570737
2933,1627059600,31339.516533026,19531738.869649453634511251
2934,1627063200,31221.85202398,19598832.998588564743552747
2935,1627066800,31039.492297681,19714645.555690176674949906
2936,1627070400,30996.005065622,19742813.427041698081856778
2937,1627074000,30982.595887209,19761388.440250090381921243
2938,1627077600,30917.86482616,19802997.517680225914335777
2939,1627081200,31113.995406194,19678968.716940039077850389
2940,1627084800,31224.634636477,19698299.081241624415144002
2941,1627088400,31278.753621412,19665743.532845715264897242
2942,1627092000,31216.378323702,19701713.600028805065396832
2943,1627095600,31361.622132737,19610998.359359849143766884
2944,1627099200,31286.226034858,19658612.498311017561659471
2945,1627102800,31355.905215438,19618822.051021983951015137
2946,1627106400,32064.215113053,19235591.100777913926846363
2947,1627110000,32099.604606631,19219127.523480594615574179
2948,1627113600,31970.632412384,19345256.956387315779674702
2949,1627117200,31878.226601412,19402169.574615271667502521
2950,1627120800,32667.860621103,19185991.707231963122053272
2951,1627124400,33241.603199576,18907814.104271765130677823
2952,1627128000,33040.690538567,19023414.915591798351715996
2953,1627131600,34215.217914907,18375353.379539077864704515
2954,1627135200,34617.892065945,18164844.845451182481402613
2955,1627138800,33935.01799799,18532366.247164583285764624
2956,1627142400,33463.928391892,18795297.803051631495033453
2957,1627146000,32933.041867913,19099773.938628879123464784
2958,1627149600,32879.673349023,19132114.630592648767420104
2959,1627153200,32900.145117948,19120631.339090510989332912
2960,1627156800,33003.79656957,19061527.179083709722649737
2961,1627160400,33093.302376159,19010458.032207674981729537
2962,1627164000,33045.340941514,19038154.396271309183833395
2963,1627167600,33409.09723427,19070657.176703987425025236
2964,1627171200,33580.314593058,19009755.223963214484436062
2965,1627174800,33420.680553153,19105975.02394733962750436
2966,1627178400,33406.974488014,19114142.707695960695774882
2967,1627182000,33278.051212916,19188748.155445111199054496
2968,1627185600,33319.452699531,19165415.696184827948170575
2969,1627189200,33386.688377031,19126989.973596911279164084
2970,1627192800,33256.753897483,19201970.516201620186312987
2971,1627196400,33418.920234305,19109436.509668283255868107
2972,1627200000,33359.953965994,19143622.082593600872935843
2973,1627203600,33776.835069988,19066727.662668082738476149
2974,1627207200,33860.379194201,19089470.617890595968556905
2975,1627210800,33854.622769186,19092726.237515575686338323
2976,1627214400,33835.31516987,19104992.705655857914324388
2977,1627218000,33537.587036578,19276431.456618950864710031
2978,1627221600,33770.514268178,19144396.291374895768207985
2979,1627225200,33595.882851827,19244294.325974538754415297
2980,1627228800,33743.895467782,19211177.665879074156951917
2981,1627232400,33574.669829446,19309112.906300607808194502
2982,1627236000,34118.81039592,19246521.791674784496814438
2983,1627239600,34107.500612093,19366927.83838864691515378
2984,1627243200,33941.243380919,19209298.631470582284734098
2985,1627246800,34149.823829073,19094396.013033149731127178
2986,1627250400,34482.761584804,18911334.135063275020075672
2987,1627254000,34662.564938606,18823598.177728987671102064
2988,1627257600,35798.686985437,18230562.563298024760020648
2989,1627261200,36056.99888067,18103784.805708939292780949
2990,1627264800,36001.519430869,18135875.479217585883654063
2991,1627268400,37011.468075229,17652534.540966366530256848
2992,1627272000,36910.078930618,17804287.415935220019308509
2993,1627275600,36146.403195135,18183343.245583237482277151
2994,1627279200,35697.0894758,18413833.777784704393038097
2995,1627282800,35348.426748506,18598703.045134214778404506
2996,1627286400,35120.677654003,18947254.807712444099104893
2997,1627290000,35031.371001461,18996820.881599640871078162
2998,1627293600,35019.113643584,19003619.804941864839377508
2999,1627297200,35176.04992005,18918502.577530228268524594
3000,1627300800,35191.875870497,18912604.661661116538162586
3001,1627304400,35272.966511543,18870981.684857882674518311
3002,1627308000,35415.773389809,18795365.585145912247433669
3003,1627311600,35532.583562544,18734623.064616071238047751
3004,1627315200,35542.31380687,18975081.665800141232164136
3005,1627318800,35546.462639031,18973490.78899889843894126
3006,1627322400,35478.968845689,19009862.58330114887619244
3007,1627326000,35497.564102326,19001094.018274511280877164
3008,1627329600,35984.482161576,18745497.745242564087991399
3009,1627333200,35885.480892152,18806297.769599690263216128
3010,1627336800,35979.576236676,18762821.745961835825204617
3011,1627340400,35926.863977976,18790694.012002574313371768
3012,1627344000,35822.898608834,18846732.809833462261123301
3013,1627347600,36008.03165407,18960976.045232091395359935
3014,1627351200,36068.267088874,18925069.792920858350253603
3015,1627354800,35928.224430894,18999417.202857247886112669
3016,1627358400,35654.756723738,19146282.492968079222505448
3017,1627362000,35360.154324945,19307965.578175515415935156
3018,1627365600,35357.041829323,19314264.920938026985025476
3019,1627369200,35483.265017387,19344909.183824536620837988
3020,1627372800,35577.352664583,19356484.665782352101537647
3021,1627376400,35857.954404922,19143845.342288613401162933
3022,1627380000,35847.634336258,19149661.355008999460094499
3023,1627383600,35560.034463356,19305194.02710726454875755
3024,1627387200,35886.863928362,19366091.312626826776054295
3025,1627390800,35845.050697173,19389071.602864130879361534
3026,1627394400,35783.516001376,19422604.520488829860409296
3027,1627398000,35800.854867583,19413727.407724039002906008
3028,1627401600,35642.445311132,19500857.406405301077987855
3029,1627405200,35315.148865754,19974742.629526851715129707
3030,1627408800,35089.533786416,20106156.7811041082549609
3031,1627412400,34940.331193658,20067318.09734037437282803
3032,1627416000,35130.79964362,20031160.712874782680492401
3033,1627419600,35067.651608363,20067473.145885191757222583
3034,1627423200,34819.632770123,20211529.389526077594385771
3035,1627426800,34959.111863736,20132309.424218110903639949
3036,1627430400,34718.553098025,20333568.395962532168094293
3037,1627434000,34846.064590407,20260007.368891534235764894
3038,1627437600,34896.886611199,20388844.616665053769308898
3039,1627441200,34679.100381633,20519843.426588546150645672
3040,1627444800,34552.741250704,20596060.546292591410430114
3041,1627448400,34950.750374711,20366825.796225581762265635
3042,1627452000,35146.660972208,20253947.930131218177281099
3043,1627455600,35381.611787503,20349068.187229833005472514
3044,1627459200,35437.966062719,20316976.972649418933252977
3045,1627462800,35101.542682787,20513833.970262706982095489
3046,1627466400,34745.693084721,20728403.086784867239563461
3047,1627470000,34980.577914084,20589912.872779852534641258
3048,1627473600,35009.540063681,20573233.82495826851654831
3049,1627477200,34927.931164547,20621948.085807717324482017
3050,1627480800,34869.578901888,20791949.018243661919481348
3051,1627484400,34942.957788431,20749005.323598025822367012
3052,1627488000,34893.864470451,20778418.71647331469292226
3053,1627491600,35169.11683446,20617075.373713789512613995
3054,1627495200,35145.168821861,20749606.754740600051044948
3055,1627498800,35252.271373713,20687359.204280965449038905
3056,1627502400,35172.617735174,20734709.925761896671155354
3057,1627506000,35670.237253567,20447170.751723842218355232
3058,1627509600,35779.507488072,20386629.509740747651942348
3059,1627513200,35692.257755714,20437182.78003163946127382
3060,1627516800,36096.546366874,20447144.396835015695103434
3061,1627520400,36544.948061163,20230895.057295431105457341
3062,1627524000,36763.525067507,20113642.615712637965072324
3063,1627527600,36855.986717843,20064281.441134568079055589
3064,1627531200,37768.266681394,19586726.540380318948407855
3065,1627534800,37718.092821672,19617070.11437745957219887
3066,1627538400,39184.308452608,18890655.081508215638562487
3067,1627542000,38788.630399345,19095756.75353362677959482
3068,1627545600,37631.792451634,19688458.351007469966345879
3069,1627549200,38359.602451296,19317545.098286553259067853
3070,1627552800,38825.95392028,19087363.622821869143755341
3071,1627556400,39493.330094925,18774623.17314637133487552
3072,1627560000,39119.663881364,18954599.428935183462526016
3073,1627563600,38656.884512335,19183105.503700364177153248
3074,1627567200,37530.484042692,19763148.991219037366216372
3075,1627570800,37953.721364496,19788946.824260522934191477
3076,1627574400,38244.274974545,19639494.27337089644941923
3077,1627578000,38565.936207526,19476995.570921817884174288
3078,1627581600,38236.69587852,19645922.643457216949870638
3079,1627585200,37889.015061704,19812203.700238481269753283
3080,1627588800,37937.598593603,19787690.304524563196301614
3081,1627592400,37969.426447951,19772962.767356886141751219
3082,1627596000,38162.077588544,19673889.325572272468120656
3083,1627599600,38282.398954914,19612858.866784242374497649
3084,1627603200,38665.684106864,19637067.3134153582937127
3085,1627606800,38685.169174638,19627640.918366516801408337
3086,1627610400,38801.572660751,19569116.155908599735434037
3087,1627614000,38538.756968045,19703080.032537326263164422
3088,1627617600,38194.913372444,20018690.262642256225327811
3089,1627621200,38057.509593483,20320101.619256565143761467
3090,1627624800,38072.843754326,20312063.351141652950111024
3091,1627628400,38274.601370958,20205474.043392682340400505
3092,1627632000,38259.894706214,20213391.186579374289655486
3093,1627635600,38729.846447389,20266410.709279885427189722
3094,1627639200,38713.758274351,20275464.962169849079716138
3095,1627642800,38625.166088907,20322284.597608690779706734
3096,1627646400,38005.837172832,20658605.043833976439938835
3097,1627650000,38046.184768211,20637198.071872490481392608
3098,1627653600,38386.961333238,20689457.546098570401536651
3099,1627657200,38461.1871411,20650313.083919212839073525
3100,1627660800,38781.569344694,20481530.069415483963902042
3101,1627664400,38911.252545827,20414186.647273013937196102
3102,1627668000,39127.125631528,20303365.738356021678327087
3103,1627671600,39990.479652248,19862677.109666696216739169
3104,1627675200,40013.490138962,19851840.850280851488812521
3105,1627678800,40135.529898017,19794864.273460868561302401
3106,1627682400,40378.68518501,19677402.303558248944289878
3107,1627686000,41293.74521717,19244366.923995359563373582
3108,1627689600,41479.858433432,19352169.254447903907770699
3109,1627693200,42332.234824884,18966141.658218616121255793
3110,1627696800,42674.244258633,18816141.892354597646024983
3111,1627700400,41654.370037415,19267685.899961465019496143
3112,1627704000,41370.132312622,19401516.687808874670207681
3113,1627707600,40995.141880341,19579815.249799467259789278
3114,1627711200,41411.299821483,19604825.219131194895061001
3115,1627714800,41455.767525326,19579099.305163666395124474
3116,1627718400,41706.321479101,19462301.41890502030718839
3117,1627722000,42302.726743027,19189982.220210708528598226
3118,1627725600,42255.451886066,19211569.392963662490536516
3119,1627729200,43285.848058156,18756427.00256119227931173
3120,1627732800,43212.87308502,18788593.896481410006143901
3121,1627736400,42833.510601345,18955869.543013786416919842
3122,1627740000,44449.774093331,18264932.501793323829862334
3123,1627743600,45378.588659206,17909181.630740275040626272
3124,1627747200,44434.471957759,18292733.22717454276949191
3125,1627750800,44710.418029753,18181683.132760299064534317
3126,1627754400,44668.428489982,18207246.973721632314903855
3127,1627758000,46507.418027364,17506956.204984034951261438
3128,1627761600,45894.260547146,17742446.528556480801740285
3129,1627765200,46333.317101631,17636169.477908814285633493
3130,1627768800,46444.784353736,18006807.005846670673822108
3131,1627772400,46348.103343826,18045342.02032664728799852
3132,1627776000,46255.432793274,18082013.176760744788865548
3133,1627779600,46482.977823056,18181151.103542576515720112
3134,1627783200,46655.802564405,18306886.207368355498189065
3135,1627786800,46262.515099389,18463497.821076438157789956
3136,1627790400,46043.970064149,18743718.528077630278259538
3137,1627794000,46130.520950465,18708970.412038515744559178
3138,1627797600,45898.706557072,18803830.573013015955829225
3139,1627801200,46489.851156489,18567582.741358878023178883
3140,1627804800,46266.63151934,18657912.502030147200503629
3141,1627808400,46161.76791309,18692441.944896270528936062
3142,1627812000,46582.680249231,18872499.742596726381755135
3143,1627815600,46819.766347141,18822692.523205096249586486
3144,1627819200,46670.523810339,18883332.213748824324892362
3145,1627822800,46798.385257356,18832227.379310402298040636
3146,1627826400,46841.178964897,18851820.18467594722393309
3147,1627830000,46759.138819259,19079260.150648352294175348
3148,1627833600,46761.537749081,19078639.247129677255581384
3149,1627837200,46594.692233472,19147501.881990049525430681
3150,1627840800,47038.89018783,19167263.397101829830288884
3151,1627844400,47258.916398713,19117151.049847318665335407
3152,1627848000,47501.351225782,19020267.20984459703976489
3153,1627851600,47442.06697353,19044744.128462819295529633
3154,1627855200,47090.547924492,19188220.778132512168656266
3155,1627858800,47042.510603474,19208088.470266673434209983
3156,1627862400,46730.77753087,19336666.139013588893809275
3157,1627866000,47129.33662676,19374164.789772622361159064
3158,1627869600,47153.606631815,19364391.649279434534382518
3159,1627873200,47093.125131063,19389442.388687664688047845
3160,1627876800,47059.618649023,19404919.53797492115668724
3161,1627880400,47105.072209955,19386823.18492059574417075
3162,1627884000,46633.643167659,19622310.494846231383590226
3163,1627887600,45502.205151483,20392374.647181257844263469
3164,1627891200,47733.170924083,19445531.923592144986563422
3165,1627894800,47463.811130112,19556220.905036122128095766
3166,1627898400,47430.758363892,19569900.516497525421632602
3167,1627902000,47438.865195857,19567504.745054881791389169
3168,1627905600,47449.404196326,19563426.062411508931917771
3169,1627909200,47249.315818221,19646536.78908535560109266
3170,1627912800,48038.230110205,19325854.650506551849826696
3171,1627916400,47825.34202879,19412217.16501785400782933
3172,1627920000,47880.206170504,19656948.237758539613077897
3173,1627923600,47928.979154935,19638360.225957735921401009
3174,1627927200,47474.660240104,19827504.675086226150686848
3175,1627930800,47400.993681202,19858696.780815999939386219
3176,1627934400,47580.535610248,19784178.154433982927721038
3177,1627938000,47880.998405845,19857531.916928804115039401
3178,1627941600,47862.933774058,19858065.146755762430436776
3179,1627945200,47551.816413241,19989131.340637254635628227
3180,1627948800,47728.607483548,19915742.865065649792292865
3181,1627952400,47579.694657395,19979296.7282637892950011
3182,1627956000,47905.354527111,20044665.822219263572939306
3183,1627959600,47761.687924942,20105297.703148819450388741
3184,1627963200,47735.306766393,20116529.958634714873728686
3185,1627966800,47762.930172206,20105245.06917577915060397
3186,1627970400,47365.055593756,20275054.308883560240664177
3187,1627974000,47572.642199346,20392013.707255182095426867
3188,1627977600,47504.100393308,20425555.293947023331197165
3189,1627981200,47613.947690854,20379010.993526850226751502
3190,1627984800,47392.365761655,20474619.991641455456792906
3191,1627988400,47559.418437071,20403368.347840497772360628
3192,1627992000,47679.150508406,20425808.094971818168976217
3193,1627995600,47257.57289453,20619180.414892150801597637
3194,1627999200,47432.00775974,20683494.560705689533990887
3195,1628002800,47151.486961925,20807366.09552926919550748
3196,1628006400,47371.617102924,20921148.86544100084314412
3197,1628010000,47441.21754344,20880469.436093984460208686
3198,1628013600,47563.53516776,20827484.466738326911519009
3199,1628017200,47584.794635421,20862607.07634685646506083
3200,1628020800,47818.458587551,20761369.626846893320820547
3201,1628024400,47745.16251915,20793837.406540502670659661
3202,1628028000,47539.355334862,20884334.566840215233329481
3203,1628031600,47899.191064031,20936994.88802182964238978
3204,1628035200,47647.627086893,21047953.127366748579883685
3205,1628038800,47801.523951845,21205266.775704000509716208
3206,1628042400,47773.187194039,21218571.981783689924944559
3207,1628046000,47527.39704306,21330669.903246556604180695
3208,1628049600,47443.042904668,21369074.449013128239546865
3209,1628053200,47334.824732004,21418167.285058303181126306
3210,1628056800,47387.181014147,21395202.830396970565357853
3211,1628060400,47211.937741131,21603736.267775060186628009
3212,1628064000,47234.984187737,21595039.15470707534747032
3213,1628067600,47104.243571106,21655228.644946963952087353
3214,1628071200,47551.128864674,21699224.7355769026505116
3215,1628074800,47661.196576775,21649619.92073676628025149
3216,1628078400,47553.034536067,21699163.661400810844785366
3217,1628082000,47804.99116736,21605323.834273714061620252
3218,1628085600,48044.513561221,21498667.529458466618377244
3219,1628089200,47956.927312851,21538371.4855300736599437
3220,1628092800,48007.800089372,21515972.394290372951474637
3221,1628096400,48246.555354041,21410544.373352876854653127
3222,1628100000,49023.143717947,21295256.414971255271052387
3223,1628103600,49200.489936989,21219290.092094547133331908
3224,1628107200,49746.289769702,20988025.60324209256310803
3225,1628110800,49914.879226212,20919174.543790665318641954
3226,1628114400,50170.056323781,20813626.105611940477346938
3227,1628118000,49864.920540394,20941786.345356098069705714
3228,1628121600,48968.245150244,21327897.655759243671656818
3229,1628125200,49098.545947954,21499423.278717107290518309
3230,1628128800,48894.962812385,21590641.487637891000081492
3231,1628132400,48968.051817046,21558594.412967268387049924
3232,1628136000,49270.28771689,21427150.713879510139571667
3233,1628139600,49660.863718275,21259622.98374382392966591
3234,1628143200,49754.929688615,21241001.094193505359336785
3235,1628146800,49943.918131997,21409563.62501589613523237
3236,1628150400,49912.671083926,21423128.511957608507417443
3237,1628154000,49852.916589924,21449107.18460260751793453
3238,1628157600,48831.450213408,21900492.978035896698745616
3239,1628161200,49495.033625653,21835619.216423347275310016
3240,1628164800,49821.44767934,21823160.009028770785276725
3241,1628168400,49806.367627914,21830201.976482024246459189
3242,1628172000,49812.238076799,21828048.636170826316400633
3243,1628175600,49860.694605507,21801193.922957288886500015
3244,1628179200,49993.937531309,21743721.0539734986272408
3245,1628182800,49644.02786672,21897646.005365649254948865
3246,1628186400,50093.807902031,21702212.17677850032368552
3247,1628190000,49770.886124286,21937240.217323941159036885
3248,1628193600,49996.342592853,21838949.800879026668892923
3249,1628197200,49630.607966904,22000551.218077672801456979
3250,1628200800,49669.940607019,22214871.353017665685984974
3251,1628204400,49859.856755431,22131620.610246661564638075
3252,1628208000,49263.329763674,22400992.770724548846178971
3253,1628211600,49202.322211698,22429121.010532480688269606
3254,1628215200,49380.864911758,22559388.386845916254302724
3255,1628218800,49101.775754388,22723213.545001568990711499
3256,1628222400,48980.946246428,22779836.531740603622565344
3257,1628226000,49037.276247265,22754658.433041800031121714
3258,1628229600,49237.811203453,22688458.160585566466506405
3259,1628233200,49662.0658984,22712560.406687609490945852
3260,1628236800,49461.693289137,22804896.39740598280661857
3261,1628240400,49249.305123814,22904696.086976013443697561
3262,1628244000,49345.702326946,22860450.915291902590893092
3263,1628247600,49846.383141819,22872209.310631775596341676
3264,1628251200,49889.855639035,22852495.843568578820675887
3265,1628254800,49785.125161826,22900913.175806359114280629
3266,1628258400,49767.802379434,22909168.510331000592760512
3267,1628262000,49614.222680568,22981143.406027250775268802
3268,1628265600,49542.625065738,23014880.83113496694715156
3269,1628269200,49765.22151843,22912692.597712024941667776
3270,1628272800,49863.896435566,22959945.090813989316432372
3271,1628276400,50187.135799345,23056084.729354109101768491
3272,1628280000,50161.933981349,23137245.568351509262786096
3273,1628283600,49995.578122512,23145793.456873999966977207
3274,1628287200,49288.238673056,23480438.563230091625957087
3275,1628290800,49460.37223841,23399709.069644392234460388
3276,1628294400,50066.38032881,23528930.46113131259541874
3277,1628298000,50255.204260509,23441001.101146885789811809
3278,1628301600,50152.454376055,23489359.688740245895430816
3279,1628305200,50306.919718603,23417541.229049378226331977
3280,1628308800,50716.596210739,23230364.802173692002235764
3281,1628312400,50515.989593691,23324037.601554220901757639
3282,1628316000,50496.65389076,23333525.80385436486580874
3283,1628319600,50476.965029172,23342685.658399450601872568
3284,1628323200,50524.583123674,23320874.038449499305973515
3285,1628326800,50538.733189703,23314560.626097379921954076
3286,1628330400,51106.605089523,23184340.87023447596822857
3287,1628334000,51100.239898182,23187631.304884919136649519
3288,1628337600,51507.713919246,23005306.063997949909948859
3289,1628341200,52020.916932535,23013835.681220650135839691
3290,1628344800,51305.266045558,23337679.078687984892088136
3291,1628348400,51431.023115427,23281334.569008403687100815
3292,1628352000,51115.22873391,23426038.33375592328989133
3293,1628355600,51539.887156655,23510930.02826971642111307
3294,1628359200,51334.071697274,23574775.915720629566797619
3295,1628362800,51218.409906119,23628243.655789544111012519
3296,1628366400,51243.850274382,23609180.390697534605985913
3297,1628370000,51162.296651414,23648136.106583852439706941
3298,1628373600,51536.812111365,23725334.818015074421886765
3299,1628377200,51317.402614428,23827845.939055464291255797
3300,1628380800,51532.337247872,23740580.782207853456891003
3301,1628384400,51771.85567895,23631494.005774257469977832
3302,1628388000,51585.947657385,23718033.419780155554671691
3303,1628391600,51418.131425551,23795846.006866933495204253
3304,1628395200,51935.006937395,23844388.120149254501068265
3305,1628398800,51950.610765979,23837352.974698478886496451
3306,1628402400,52105.301528223,23860139.631387866171782654
3307,1628406000,52127.885653747,23850308.087126114213362925
3308,1628409600,52261.701969083,23825055.246068247064393957
3309,1628413200,52317.497553544,23765536.44074717852595346
3310,1628416800,52528.7986635,23670758.32124955869823913
3311,1628420400,52420.19032696,23720183.332316524181515055
3312,1628424000,52354.135801223,23750268.344596444442685357
3313,1628427600,52816.954885037,23795483.1985175860066405
3314,1628431200,52734.246764189,23838775.525295475083184935
3315,1628434800,52684.995755798,23861675.333974833519150465
3316,1628438400,52655.355640327,23875830.928836564899129339
3317,1628442000,52738.677451373,23838722.222555083803108122
3318,1628445600,52626.085687173,23962778.07502864223531534
3319,1628449200,52342.645370922,24093680.419523659032098155
3320,1628452800,52791.508457574,24139548.027218357279076165
3321,1628456400,52998.942727098,24045708.45035880534557348
3322,1628460000,52883.364426893,24098565.678443347840031428
3323,1628463600,52810.124543656,24132151.526382563150499501
3324,1628467200,53414.448649034,24109975.459520336115079431
3325,1628470800,53464.358756286,24087830.379121949919905481
3326,1628474400,53423.392962758,24106512.541471822760674846
3327,1628478000,53565.654199568,24042976.233239784525088377
3328,1628481600,53595.81966651,24029933.165957221911891811
3329,1628485200,53641.910834275,24009862.94994825543854996
3330,1628488800,53512.024369371,24068438.698271207111838429
3331,1628492400,53951.471452396,23995710.879743795285551307
3332,1628496000,54311.52783584,23959642.177736458467834003
3333,1628499600,54223.374486294,24004270.261080877824943502
3334,1628503200,54648.232794925,23819187.275919888633745401
3335,1628506800,54411.747333018,23923046.877957854799496103
3336,1628510400,54794.068716882,23757308.951127426854598212
3337,1628514000,55886.060753227,23295719.380999042338815226
3338,1628517600,55870.794239802,23303134.048550240083669051
3339,1628521200,55644.651624232,23448630.925837725330546484
3340,1628524800,55931.923444202,23329945.903035707193858943
3341,1628528400,56415.411702952,23131687.553343757397574008
3342,1628532000,56873.651640949,22947402.06105009356753201
3343,1628535600,56694.291138212,23140198.196826074948235159
3344,1628539200,56757.788746855,23115444.211145573467325182
3345,1628542800,57500.063933178,22820679.229958094221854234
3346,1628546400,57505.441079328,22819564.136724213803656804
3347,1628550000,57443.704263036,23172361.292154747995637888
3348,1628553600,57510.166498328,23146131.177718234288389615
3349,1628557200,57239.537044637,23257763.249237658006720455
3350,1628560800,56969.211115784,23369418.680996167907773341
3351,1628564400,55968.530257885,23790406.583202364997113331
3352,1628568000,56000.575870708,23777787.46286801422354323
3353,1628571600,56671.788284153,23733624.440756713857112702
3354,1628575200,56675.207433361,23722713.435337155902664546
3355,1628578800,56650.809843066,23733018.753291354374648823
3356,1628582400,56816.283837119,23664299.801786288139743584
3357,1628586000,57160.955336307,23537251.914350388597406796
3358,1628589600,57138.454053437,23546924.028950692702965111
3359,1628593200,57329.252943446,23469289.350271959111034492
3360,1628596800,57229.499367247,23510362.470604210391455022
3361,1628600400,57654.679828795,23567481.343141288831091123
3362,1628604000,58409.760777851,23264164.135253817160301847
3363,1628607600,58224.327671186,23338536.726029032342130575
3364,1628611200,58323.975598174,23299097.947028896598857799
3365,1628614800,57941.437297113,23468654.411823358262953371
3366,1628618400,58578.231562848,23430619.886708051975832801
3367,1628622000,58269.756445089,23607684.701616369714307308
3368,1628625600,58135.133954582,23662743.447556017235653895
3369,1628629200,57893.566455706,23762298.230412941630045524
3370,1628632800,57897.424033772,23760984.146864189411970208
3371,1628636400,58046.183249611,23700705.070390156670660446
3372,1628640000,58399.642841067,23785366.35551107196291641
3373,1628643600,58933.966719667,23570936.042011077833028783
3374,1628647200,58979.971045131,23553042.161829783463338464
3375,1628650800,59128.868518325,23494258.589742416616322475
3376,1628654400,58946.256559937,23567941.717547434904762862
3377,1628658000,59315.656041726,23422322.755130566474077936
3378,1628661600,59615.587125482,23305497.84573019448516291
3379,1628665200,62366.236659673,22283114.21418509268665857
3380,1628668800,62058.482628645,22396470.227545698884958118
3381,1628672400,61750.659132549,22510582.634340188660707099
3382,1628676000,61686.018139008,22535140.488408202720678759
3383,1628679600,61613.396847038,22562349.218905854509283617
3384,1628683200,61737.716393049,22517308.334374306037006473
3385,1628686800,63774.976156301,22001887.407686166936538515
3386,1628690400,64382.884089887,21800399.660565390863251885
3387,1628694000,66474.24431444,21127908.881872598982216233
3388,1628697600,65817.234318176,21343029.347323717456713398
3389,1628701200,65374.456791012,21490700.404723024352169021
3390,1628704800,64535.408376078,21772071.8883114817037682
3391,1628708400,64045.000353614,21940497.969268460375504907
